file,energy/Ha,E(LUMO)/eV,E(HOMO)/eV,gap/eV,dipole moment magnitude (a.u.)
qm7_2983.xyz,-345.132465297470,0.1291,-7.4523,7.5814,0.77825
qm7_2984.xyz,-345.140250737031,-0.2336,-6.7583,6.5247,0.87350
qm7_2985.xyz,-345.130467468211,-0.9278,-7.289,6.3612,1.39211
qm7_2986.xyz,-346.370673925951,0.402,-7.8457,8.2477,0.80646
qm7_2987.xyz,-272.149758536500,-0.5955,-6.891,6.2955,0.21549
qm7_2988.xyz,-347.554478306709,1.2868,-7.2165,8.5033,1.02992
qm7_2989.xyz,-346.346307678917,-0.8566,-7.3794,6.5228,1.14217
qm7_299.xyz,-251.403889110277,1.5311,-6.4945,8.0256,0.44824
qm7_2990.xyz,-346.352454666129,-0.6164,-7.63,7.0136,1.19074
qm7_2991.xyz,-345.133783654285,-2.5658,-7.2419,4.6761,0.43893
qm7_2992.xyz,-347.552773374316,1.4214,-7.3673,8.7887,0.85543
qm7_2993.xyz,-346.345647442698,-0.9823,-7.7797,6.7974,0.93724
qm7_2994.xyz,-346.365663847832,0.312,-8.1102,8.4222,0.68604
qm7_2995.xyz,-345.129677315388,-0.902,-7.1652,6.2632,1.26769
qm7_2996.xyz,-346.341927244286,-0.7482,-7.4326,6.6844,1.20356
qm7_2997.xyz,-343.865003935090,-1.5578,-7.3143,5.7565,1.47311
qm7_2998.xyz,-274.628222673499,0.5161,-7.2907,7.8068,0.12862
qm7_2999.xyz,-342.650556588842,-2.8305,-7.5138,4.6833,1.07661
qm7_3.xyz,-77.168760610252,1.1933,-8.2755,9.4688,0.00000
qm7_30.xyz,-172.917879802672,1.9716,-6.693,8.6646,0.52414
qm7_300.xyz,-250.194918826288,0.6308,-5.9012,6.532,0.40075
qm7_3000.xyz,-345.072820672049,0.6745,-7.2732,7.9477,1.24395
qm7_3001.xyz,-343.855070989929,-0.888,-7.092,6.204,1.50190
qm7_3002.xyz,-343.881337498630,0.2302,-7.5065,7.7367,0.99151
qm7_3003.xyz,-345.133404629248,-0.3467,-7.06,6.7133,0.73903
qm7_3004.xyz,-345.133332276362,-0.2319,-7.3816,7.1497,0.61579
qm7_3005.xyz,-345.128810665983,-1.0074,-7.2851,6.2777,1.03976
qm7_3006.xyz,-347.557965193520,1.2269,-7.3622,8.5891,0.92855
qm7_3007.xyz,-346.350435878305,-0.9254,-7.8108,6.8854,0.89985
qm7_3008.xyz,-346.368217103520,0.4092,-8.0162,8.4254,0.78541
qm7_3009.xyz,-273.376680820479,1.3034,-7.5162,8.8196,0.27600
qm7_301.xyz,-266.236197066541,1.0886,-6.1027,7.1913,1.11175
qm7_3010.xyz,-347.548934869180,1.4712,-7.1536,8.6248,1.09551
qm7_3011.xyz,-346.335537309822,-0.3709,-6.9271,6.5562,1.31511
qm7_3012.xyz,-346.352440069083,-0.6356,-7.6735,7.0379,1.16629
qm7_3013.xyz,-345.133414985607,-2.5446,-7.2946,4.75,0.42522
qm7_3014.xyz,-347.552385497940,1.3566,-7.3632,8.7198,0.96484
qm7_3015.xyz,-346.344481264967,-0.9515,-7.8618,6.9103,0.88907
qm7_3016.xyz,-346.363289629099,0.3509,-8.1001,8.451,0.72817
qm7_3017.xyz,-347.537477183524,1.7165,-7.3328,9.0493,0.96842
qm7_3018.xyz,-346.371136829943,0.5933,-7.8178,8.4111,0.63266
qm7_3019.xyz,-310.459629296185,1.8903,-7.0797,8.97,0.41336
qm7_302.xyz,-265.046793694873,0.9454,-6.2869,7.2323,1.44965
qm7_3020.xyz,-272.155485687954,-0.5789,-6.6342,6.0553,0.23879
qm7_3021.xyz,-309.222492930916,0.3134,-7.1424,7.4558,0.45155
qm7_3022.xyz,-308.038273972616,-1.6183,-7.4302,5.8119,1.06916
qm7_3023.xyz,-308.045807420977,-1.5703,-7.2462,5.6759,0.95921
qm7_3024.xyz,-307.966442697980,0.8392,-7.3089,8.1481,0.56720
qm7_3025.xyz,-309.233280537211,1.0403,-6.1265,7.1668,0.52515
qm7_3026.xyz,-309.235449408846,1.0156,-6.2667,7.2823,0.72119
qm7_3027.xyz,-309.264057405166,-0.4337,-7.1235,6.6898,1.05819
qm7_3028.xyz,-310.463288302542,1.856,-6.8736,8.7296,0.45442
qm7_3029.xyz,-310.475565034713,1.6067,-7.4437,9.0504,0.56312
qm7_303.xyz,-267.401893974367,1.4475,-6.1086,7.5561,0.67670
qm7_3030.xyz,-310.472139177846,1.8526,-7.3687,9.2213,0.68934
qm7_3031.xyz,-270.907227202527,-0.3961,-7.0399,6.6438,0.51854
qm7_3032.xyz,-309.280302425816,-0.1526,-7.1004,6.9478,1.03181
qm7_3033.xyz,-310.472876393890,1.696,-7.4455,9.1415,0.62758
qm7_3034.xyz,-343.873625034303,-1.8417,-7.5135,5.6718,0.79615
qm7_3035.xyz,-343.874692066159,-1.8207,-7.3832,5.5625,0.81097
qm7_3036.xyz,-345.098813440051,-0.6388,-7.2903,6.6515,1.16827
qm7_3037.xyz,-346.315458582499,1.8316,-7.5531,9.3847,0.76818
qm7_3038.xyz,-346.310238051822,1.7479,-7.2862,9.0341,1.31854
qm7_3039.xyz,-345.108438782745,-0.5995,-7.2575,6.658,0.77638
qm7_304.xyz,-236.621787215287,1.7471,-8.5416,10.2887,0.00000
qm7_3040.xyz,-346.314292107796,1.9241,-7.6462,9.5703,0.60207
qm7_3041.xyz,-311.694412305361,1.8163,-7.1855,9.0018,0.35535
qm7_3042.xyz,-274.634521824235,0.6651,-6.9386,7.6037,0.23134
qm7_3043.xyz,-306.785852236102,-1.7448,-7.2734,5.5286,0.88172
qm7_3044.xyz,-309.220068637994,0.1588,-7.2126,7.3714,0.46024
qm7_3045.xyz,-307.966270467113,0.1595,-7.433,7.5925,0.43117
qm7_3046.xyz,-306.709919587117,0.2951,-7.5883,7.8834,0.55270
qm7_3047.xyz,-309.242669368884,0.7297,-5.8098,6.5395,0.46755
qm7_3048.xyz,-310.474102902079,1.183,-6.0332,7.2162,0.56897
qm7_3049.xyz,-309.243588369007,0.45,-5.8421,6.2921,0.70235
qm7_305.xyz,-266.208117135875,0.6832,-5.8009,6.4841,0.82320
qm7_3050.xyz,-309.234577137202,0.1905,-6.2573,6.4478,0.37253
qm7_3051.xyz,-307.977989255547,0.7284,-6.4454,7.1738,0.44611
qm7_3052.xyz,-309.249990885376,0.5449,-6.5143,7.0592,0.29111
qm7_3053.xyz,-274.628703055396,0.5426,-7.2736,7.8162,0.10133
qm7_3054.xyz,-274.670156886715,1.5733,-8.215,9.7883,0.01097
qm7_3055.xyz,-309.240110088643,0.204,-6.4445,6.6485,0.18658
qm7_3056.xyz,-307.983638191525,0.7185,-6.6254,7.3439,0.16913
qm7_3057.xyz,-308.048182546060,-2.0172,-7.0077,4.9905,1.24224
qm7_3058.xyz,-306.794095548627,-2.1831,-7.321,5.1379,1.01930
qm7_3059.xyz,-309.268521801168,-0.7473,-7.0912,6.3439,0.85168
qm7_306.xyz,-264.984827223702,-1.1683,-7.3027,6.1344,1.83356
qm7_3060.xyz,-310.480495933111,0.1115,-7.3257,7.4372,0.58038
qm7_3061.xyz,-309.225677903615,0.9818,-7.4402,8.422,0.68018
qm7_3062.xyz,-311.702441245532,1.6565,-7.0564,8.7129,0.44896
qm7_3063.xyz,-310.480872686043,1.191,-6.2854,7.4764,0.26906
qm7_3064.xyz,-310.460955406941,0.3931,-7.1242,7.5173,0.47920
qm7_3065.xyz,-273.377319503692,1.2439,-7.5406,8.7845,0.23529
qm7_3066.xyz,-309.205036487849,0.8636,-7.2999,8.1635,0.60424
qm7_3067.xyz,-309.249231798657,-0.7588,-6.4523,5.6935,0.39375
qm7_3068.xyz,-307.997202524116,-0.7723,-6.7525,5.9802,0.29416
qm7_3069.xyz,-310.477055816907,0.2928,-7.1816,7.4744,0.76621
qm7_307.xyz,-251.396459619393,1.9276,-6.1908,8.1184,0.49728
qm7_3070.xyz,-310.470127449167,0.43,-7.1803,7.6103,0.59356
qm7_3071.xyz,-309.219058684816,1.1851,-7.4053,8.5904,0.46169
qm7_3072.xyz,-309.282158795324,-1.2846,-7.0289,5.7443,1.42114
qm7_3073.xyz,-310.509485362692,-0.1342,-6.9708,6.8366,1.00409
qm7_3074.xyz,-309.281817428439,-1.3891,-7.1877,5.7986,0.99093
qm7_3075.xyz,-308.026871679510,-1.2556,-7.3109,6.0553,1.47093
qm7_3076.xyz,-272.145693299556,0.3684,-7.2172,7.5856,0.22707
qm7_3077.xyz,-309.273497059378,-0.5618,-6.94,6.3782,0.97290
qm7_3078.xyz,-308.020690190071,-0.3887,-7.1613,6.7726,0.85837
qm7_3079.xyz,-310.479292161446,0.638,-6.9797,7.6177,0.59576
qm7_308.xyz,-251.395626506309,1.7156,-6.2721,7.9877,0.43103
qm7_3080.xyz,-311.709015927502,1.581,-7.5504,9.1314,0.59897
qm7_3081.xyz,-310.478121226305,0.3694,-7.253,7.6224,0.42760
qm7_3082.xyz,-309.229003544613,1.0328,-7.2171,8.2499,0.77110
qm7_3083.xyz,-310.475101252073,0.1172,-7.3237,7.4409,0.62077
qm7_3084.xyz,-309.224964032353,0.941,-7.5361,8.4771,0.48913
qm7_3085.xyz,-310.469294253265,1.058,-6.1533,7.2113,0.53899
qm7_3086.xyz,-310.459528504551,0.2346,-7.2901,7.5247,0.39955
qm7_3087.xyz,-273.394399959558,0.4146,-7.1853,7.5999,0.17650
qm7_3088.xyz,-309.204813888518,0.9514,-7.6045,8.5559,0.36317
qm7_3089.xyz,-310.471902800270,1.3395,-6.1726,7.5121,0.38245
qm7_309.xyz,-250.160874583402,0.3386,-6.4163,6.7549,0.44000
qm7_3090.xyz,-311.698195149943,1.7977,-7.1373,8.935,0.39874
qm7_3091.xyz,-310.477406871534,1.2603,-6.3593,7.6196,0.25932
qm7_3092.xyz,-310.457285420052,0.3645,-7.1947,7.5592,0.42547
qm7_3093.xyz,-309.201225817752,0.8308,-7.366,8.1968,0.54852
qm7_3094.xyz,-347.538040995614,1.7418,-7.4661,9.2079,0.93025
qm7_3095.xyz,-343.904849908993,-1.9882,-7.2791,5.2909,1.32406
qm7_3096.xyz,-345.086291186750,-0.6991,-7.4508,6.7517,1.10600
qm7_3097.xyz,-346.314347607373,1.111,-6.4197,7.5307,0.67278
qm7_3098.xyz,-272.142307715947,0.317,-7.3567,7.6737,0.20758
qm7_3099.xyz,-345.145996489479,-0.0681,-6.8253,6.7572,0.71622
qm7_31.xyz,-172.911400882889,0.5131,-6.6086,7.1217,0.58770
qm7_310.xyz,-248.905114826527,0.909,-6.6305,7.5395,0.58349
qm7_3100.xyz,-345.100297460485,-0.824,-6.6317,5.8077,0.93099
qm7_3101.xyz,-346.319827026074,1.0059,-6.6194,7.6253,0.56586
qm7_3102.xyz,-345.145598702612,0.0517,-7.2024,7.2541,0.64603
qm7_3103.xyz,-345.105774549305,-0.8214,-6.8148,5.9934,0.90769
qm7_3104.xyz,-345.112936654007,-1.5219,-7.0239,5.502,1.42692
qm7_3105.xyz,-343.907528088207,-2.8859,-7.2909,4.405,1.43520
qm7_3106.xyz,-345.142196016959,-1.341,-7.3739,6.0329,0.71004
qm7_3107.xyz,-347.542329511369,1.6107,-7.3999,9.0106,0.94735
qm7_3108.xyz,-347.558930545694,1.2189,-7.1905,8.4094,1.11529
qm7_3109.xyz,-272.143068245823,0.3445,-7.3705,7.715,0.18907
qm7_311.xyz,-251.395118956309,1.6158,-6.7707,8.3865,0.64370
qm7_3110.xyz,-346.345210351443,-0.4524,-7.0116,6.5592,1.30881
qm7_3111.xyz,-346.380244170224,0.593,-7.7219,8.3149,0.73262
qm7_3112.xyz,-346.327887328544,-0.623,-7.3654,6.7424,1.20260
qm7_3113.xyz,-347.545285228406,1.4705,-7.3672,8.8377,0.14248
qm7_3114.xyz,-346.313608982407,0.0726,-7.1196,7.1922,0.17728
qm7_3115.xyz,-345.120018058811,-1.9816,-7.3576,5.376,1.46107
qm7_3116.xyz,-346.354144569189,-0.624,-7.2397,6.6157,1.43792
qm7_3117.xyz,-346.340232423502,-0.479,-7.257,6.778,1.14920
qm7_3118.xyz,-346.355321380108,-0.5742,-7.344,6.7698,1.41198
qm7_3119.xyz,-346.357484805997,-0.6015,-7.5101,6.9086,1.18032
qm7_312.xyz,-251.384849970087,1.9724,-6.518,8.4904,0.41479
qm7_3120.xyz,-270.888866844479,1.1503,-7.5012,8.6515,0.38010
qm7_3121.xyz,-345.148157197386,-2.188,-6.9846,4.7966,0.04845
qm7_3122.xyz,-345.140213595910,-0.8618,-7.2214,6.3596,1.15445
qm7_3123.xyz,-347.555386493247,1.3656,-7.2382,8.6038,1.08557
qm7_3124.xyz,-347.558503360314,1.3817,-7.4271,8.8088,0.97897
qm7_3125.xyz,-346.358355928757,-0.6604,-7.5907,6.9303,1.17099
qm7_3126.xyz,-346.340907059840,-0.4821,-7.059,6.5769,1.31887
qm7_3127.xyz,-346.324592493919,-0.7909,-7.0558,6.2649,0.69616
qm7_3128.xyz,-346.374969583612,0.5604,-7.7729,8.3333,0.67557
qm7_3129.xyz,-346.323759870945,-0.6501,-7.4125,6.7624,1.17764
qm7_313.xyz,-251.390574148958,1.7218,-5.9844,7.7062,0.45536
qm7_3130.xyz,-347.532689831504,1.8684,-7.6903,9.5587,0.14408
qm7_3131.xyz,-272.168964762980,-0.2383,-6.1269,5.8886,0.22670
qm7_3132.xyz,-346.333391620604,-0.3538,-6.875,6.5212,0.79217
qm7_3133.xyz,-347.540116532542,1.8059,-7.4212,9.2271,0.88134
qm7_3134.xyz,-347.534636579674,1.9919,-7.5063,9.4982,0.12770
qm7_3135.xyz,-346.316369535361,0.8706,-6.752,7.6226,0.62153
qm7_3136.xyz,-345.143008335758,-0.2119,-7.2313,7.0194,0.62569
qm7_3137.xyz,-310.463317488345,1.987,-6.9092,8.8962,0.47479
qm7_3138.xyz,-310.476553549123,1.7548,-7.4271,9.1819,0.58119
qm7_3139.xyz,-346.299776114900,1.7914,-6.5316,8.323,0.40760
qm7_314.xyz,-250.157952149722,0.5459,-6.3664,6.9123,0.52004
qm7_3140.xyz,-345.122626543917,-0.2328,-7.1286,6.8958,0.78876
qm7_3141.xyz,-346.316793872937,1.7564,-7.2492,9.0056,0.69812
qm7_3142.xyz,-270.936414308971,-1.2836,-6.1537,4.8701,0.26934
qm7_3143.xyz,-310.468212466102,1.8296,-7.0715,8.9011,0.40657
qm7_3144.xyz,-309.239031555136,0.9567,-6.363,7.3197,0.65960
qm7_3145.xyz,-309.277677685379,-0.1848,-6.9956,6.8108,1.07776
qm7_3146.xyz,-310.477576094758,1.5479,-7.4106,8.9585,0.60137
qm7_3147.xyz,-310.476367765205,1.56,-7.4659,9.0259,0.62745
qm7_3148.xyz,-310.465254247009,1.8562,-7.0916,8.9478,0.44559
qm7_3149.xyz,-345.111472382542,-0.4071,-6.8235,6.4164,0.66709
qm7_315.xyz,-236.621480127968,1.8359,-8.6091,10.445,0.02119
qm7_3150.xyz,-346.318520586028,1.7451,-7.0754,8.8205,1.06295
qm7_3151.xyz,-346.319136159286,1.7909,-7.4626,9.2535,0.73571
qm7_3152.xyz,-346.298075639310,1.6422,-7.1052,8.7474,0.93843
qm7_3153.xyz,-269.679983491201,-1.4513,-6.4405,4.9892,0.52906
qm7_3154.xyz,-345.067932585901,0.6698,-6.6801,7.3499,0.71239
qm7_3155.xyz,-345.108027395801,-0.5279,-7.2448,6.7169,1.35258
qm7_3156.xyz,-346.310139863349,1.4242,-7.0356,8.4598,1.09154
qm7_3157.xyz,-346.315801756638,1.635,-7.4045,9.0395,0.54907
qm7_3158.xyz,-346.322549309249,1.5439,-7.1562,8.7001,0.50000
qm7_3159.xyz,-310.459842977388,1.9257,-7.1797,9.1054,0.37216
qm7_316.xyz,-248.903859863453,1.0691,-6.4224,7.4915,0.66768
qm7_3160.xyz,-309.234804133697,1.1713,-6.5495,7.7208,0.37749
qm7_3161.xyz,-309.272975268011,-0.1486,-7.0308,6.8822,1.02293
qm7_3162.xyz,-310.474127660601,1.6099,-7.4721,9.082,0.58033
qm7_3163.xyz,-346.293758030951,1.7979,-7.4483,9.2462,0.65824
qm7_3164.xyz,-270.931623841625,-1.0015,-6.4576,5.4561,0.31034
qm7_3165.xyz,-274.662799846804,1.4727,-8.4394,9.9121,0.00496
qm7_3166.xyz,-345.067939415642,0.974,-6.7747,7.7487,0.40981
qm7_3167.xyz,-345.108508861283,-0.4226,-7.2378,6.8152,0.90957
qm7_3168.xyz,-346.313185143263,1.6695,-7.3157,8.9852,1.22378
qm7_3169.xyz,-308.013895373468,-0.5536,-5.9386,5.385,0.55769
qm7_317.xyz,-251.395602865870,1.69,-6.7594,8.4494,0.64935
qm7_3170.xyz,-306.758912321263,-0.6032,-6.2162,5.613,0.63686
qm7_3171.xyz,-308.014744862602,-0.7831,-6.4769,5.6938,0.29027
qm7_3172.xyz,-306.753057309717,-0.8444,-6.3247,5.4803,0.56697
qm7_3173.xyz,-307.983060082474,0.9614,-6.7347,7.6961,0.11889
qm7_3174.xyz,-308.055121257289,-1.9314,-7.0712,5.1398,1.11632
qm7_3175.xyz,-306.796044533909,-2.2132,-7.3531,5.1399,1.19912
qm7_3176.xyz,-269.672499319803,-1.2312,-6.6699,5.4387,0.39047
qm7_3177.xyz,-308.045113549226,-1.6422,-7.0584,5.4162,1.04332
qm7_3178.xyz,-306.791283200310,-1.9006,-7.3732,5.4726,1.18278
qm7_3179.xyz,-310.508664163635,-0.1392,-6.9154,6.7762,1.05820
qm7_318.xyz,-251.402204946521,1.6555,-6.6952,8.3507,0.50603
qm7_3180.xyz,-306.795288145216,-2.0369,-7.4763,5.4394,1.45822
qm7_3181.xyz,-305.542526155938,-2.3316,-7.6757,5.3441,1.19111
qm7_3182.xyz,-309.273935788052,-0.2463,-7.0574,6.8111,1.03774
qm7_3183.xyz,-308.022746567886,-0.3941,-7.2354,6.8413,1.00702
qm7_3184.xyz,-309.241752277991,0.06,-7.1823,7.2423,0.61761
qm7_3185.xyz,-307.982861538872,0.2874,-7.6208,7.9082,0.58822
qm7_3186.xyz,-306.722443325200,0.1749,-7.8195,7.9944,0.67501
qm7_3187.xyz,-273.387632413118,1.7415,-7.0265,8.768,0.07792
qm7_3188.xyz,-310.478567219231,0.5953,-6.8089,7.4042,0.65528
qm7_3189.xyz,-309.249844980290,-0.8376,-6.643,5.8054,0.52807
qm7_319.xyz,-251.389491577931,1.697,-6.9124,8.6094,0.61629
qm7_3190.xyz,-307.992560903472,-0.8507,-6.9435,6.0928,0.61313
qm7_3191.xyz,-309.247824800217,-0.772,-6.7553,5.9833,0.53044
qm7_3192.xyz,-307.995231426395,-0.7227,-7.0039,6.2812,0.53255
qm7_3193.xyz,-311.709653169785,1.4656,-7.4869,8.9525,0.60165
qm7_3194.xyz,-310.475234010914,0.2832,-7.2776,7.5608,0.51703
qm7_3195.xyz,-309.219864375827,1.1716,-7.4306,8.6022,0.75731
qm7_3196.xyz,-307.996223582156,-0.8371,-6.8806,6.0435,0.63281
qm7_3197.xyz,-306.747057306413,-0.7812,-7.2667,6.4855,0.56043
qm7_3198.xyz,-272.150603619503,0.3622,-7.0475,7.4097,0.17007
qm7_3199.xyz,-310.480299671490,0.2449,-7.1614,7.4063,0.72246
qm7_32.xyz,-171.659201017214,0.9695,-6.8694,7.8389,0.66205
qm7_320.xyz,-250.156206727356,0.5679,-6.9395,7.5074,0.64447
qm7_3200.xyz,-310.474191634708,0.6428,-7.162,7.8048,0.60798
qm7_3201.xyz,-309.223241215982,1.35,-7.4154,8.7654,0.61983
qm7_3202.xyz,-309.236756867778,0.11,-6.5129,6.6229,0.37673
qm7_3203.xyz,-307.980548714020,0.8144,-6.6723,7.4867,0.33393
qm7_3204.xyz,-310.471081416175,1.3801,-6.1548,7.5349,0.38225
qm7_3205.xyz,-310.474504004288,1.1798,-5.7628,6.9426,0.49816
qm7_3206.xyz,-309.247324314226,-0.1555,-5.9029,5.7474,0.56729
qm7_3207.xyz,-307.993046630283,-0.1303,-6.2119,6.0816,0.77226
qm7_3208.xyz,-310.477645035595,1.195,-6.3811,7.5761,0.27920
qm7_3209.xyz,-270.894763596874,0.9786,-7.209,8.1876,0.32413
qm7_321.xyz,-248.903929029903,1.334,-7.1735,8.5075,0.59010
qm7_3210.xyz,-309.247815942692,-0.4478,-6.3252,5.8774,0.40669
qm7_3211.xyz,-307.986506242325,-0.3726,-6.5835,6.2109,0.46762
qm7_3212.xyz,-311.699441355026,1.8143,-7.1505,8.9648,0.41700
qm7_3213.xyz,-310.477749604990,1.4103,-5.9944,7.4047,0.23497
qm7_3214.xyz,-311.700202833393,1.6707,-7.0855,8.7562,0.44524
qm7_3215.xyz,-310.464145467516,0.2843,-7.2499,7.5342,0.37064
qm7_3216.xyz,-309.208711107436,0.975,-7.5546,8.5296,0.34543
qm7_3217.xyz,-310.462847067357,0.5874,-6.9766,7.564,0.39242
qm7_3218.xyz,-311.697364983296,1.794,-7.211,9.005,0.37666
qm7_3219.xyz,-310.464851290529,0.5376,-7.0634,7.601,0.44164
qm7_322.xyz,-250.161338078793,0.6268,-6.6093,7.2361,0.61592
qm7_3220.xyz,-269.684757696350,-1.1652,-6.5445,5.3793,0.28535
qm7_3221.xyz,-309.212771300101,1.0955,-6.9894,8.0849,0.34658
qm7_3222.xyz,-310.461179964312,0.602,-7.2454,7.8474,0.49176
qm7_3223.xyz,-309.209023222822,1.3482,-7.4249,8.7731,0.45388
qm7_3224.xyz,-347.541799849769,1.6062,-7.0878,8.694,1.24969
qm7_3225.xyz,-343.881343989585,-1.3808,-7.0072,5.6264,1.83919
qm7_3226.xyz,-343.875967448643,-1.8387,-7.0099,5.1712,1.05976
qm7_3227.xyz,-345.103645259569,-0.6833,-6.7006,6.0173,0.74295
qm7_3228.xyz,-346.350492125893,-0.1262,-7.0009,6.8747,0.59642
qm7_3229.xyz,-345.122156592715,-1.357,-7.1422,5.7852,0.83115
qm7_323.xyz,-250.162161184623,0.6446,-6.6892,7.3338,0.77881
qm7_3230.xyz,-343.912790018021,-2.8396,-7.6513,4.8117,0.36082
qm7_3231.xyz,-268.440944830382,-1.4186,-6.8341,5.4155,0.66885
qm7_3232.xyz,-345.122839264962,-1.7954,-7.3544,5.559,1.42843
qm7_3233.xyz,-343.913211206453,-2.4643,-7.2036,4.7393,1.48078
qm7_3234.xyz,-346.356554816059,-0.3077,-6.7882,6.4805,0.75052
qm7_3235.xyz,-343.861743131632,-1.4318,-7.6201,6.1883,1.04835
qm7_3236.xyz,-342.648108267870,-3.1109,-8.0782,4.9673,0.59334
qm7_3237.xyz,-345.152695764663,-1.1641,-7.2853,6.1212,0.60510
qm7_3238.xyz,-345.145948103246,-0.5159,-7.1725,6.6566,1.19474
qm7_3239.xyz,-347.549644346753,1.5309,-7.5058,9.0367,0.08198
qm7_324.xyz,-251.392367162329,1.7495,-6.9416,8.6911,0.57828
qm7_3240.xyz,-345.114379401051,-1.1545,-7.4645,6.31,0.87329
qm7_3241.xyz,-346.317279656665,0.1786,-7.2555,7.4341,0.84549
qm7_3242.xyz,-273.388389750047,1.4491,-6.9985,8.4476,0.07994
qm7_3243.xyz,-345.114745679142,-1.727,-7.3525,5.6255,0.94946
qm7_3244.xyz,-346.320632399541,-0.0429,-7.2904,7.2475,1.04883
qm7_3245.xyz,-345.118239667084,-1.7423,-7.3981,5.6558,0.98690
qm7_3246.xyz,-347.555214564551,1.484,-7.1307,8.6147,1.13883
qm7_3247.xyz,-347.562118105647,1.3078,-7.2632,8.571,0.99715
qm7_3248.xyz,-346.342812706037,-0.449,-7.0324,6.5834,1.32835
qm7_3249.xyz,-345.059934836397,0.6702,-7.2934,7.9636,0.82280
qm7_325.xyz,-248.910820861984,1.0365,-6.81,7.8465,0.55450
qm7_3250.xyz,-343.854443606246,-1.7974,-7.8553,6.0579,1.12177
qm7_3251.xyz,-347.558984524048,1.3655,-7.2449,8.6104,1.01433
qm7_3252.xyz,-346.358686253243,-0.6551,-7.3358,6.6807,1.43669
qm7_3253.xyz,-272.156427386129,0.5275,-7.0636,7.5911,0.25243
qm7_3254.xyz,-346.347730850704,-0.6551,-7.4845,6.8294,1.11125
qm7_3255.xyz,-345.102661673281,-0.8477,-6.9166,6.0689,0.77045
qm7_3256.xyz,-346.312955907573,0.8453,-6.5562,7.4015,0.78145
qm7_3257.xyz,-345.117473235763,-0.9958,-6.9904,5.9946,1.70446
qm7_3258.xyz,-346.316986918921,0.9089,-6.7021,7.611,0.99928
qm7_3259.xyz,-345.110312117751,-1.5171,-7.0614,5.5443,1.41721
qm7_326.xyz,-236.623752375290,1.5679,-8.6331,10.201,0.01811
qm7_3260.xyz,-347.543484987433,1.7039,-7.3543,9.0582,0.96340
qm7_3261.xyz,-346.329439298355,-0.7567,-7.0438,6.2871,0.78496
qm7_3262.xyz,-347.544639042878,1.7553,-7.3749,9.1302,0.90956
qm7_3263.xyz,-346.337298620759,-0.3617,-6.8588,6.4971,0.90329
qm7_3264.xyz,-270.905395621558,1.2078,-6.9386,8.1464,0.12176
qm7_3265.xyz,-346.327763831529,-0.4425,-7.0294,6.5869,1.35499
qm7_3266.xyz,-347.521148385811,1.9479,-7.2254,9.1733,0.04062
qm7_3267.xyz,-346.298337050642,1.6537,-5.6843,7.338,0.06037
qm7_3268.xyz,-347.538985188212,1.9055,-7.538,9.4435,0.12560
qm7_3269.xyz,-347.537930643711,1.8865,-7.6654,9.5519,0.12373
qm7_327.xyz,-234.153594003235,2.0413,-7.4587,9.5,0.05077
qm7_3270.xyz,-342.642227419859,-1.191,-7.2391,6.0481,0.60092
qm7_3271.xyz,-343.908882528413,-1.5873,-7.2718,5.6845,0.61565
qm7_3272.xyz,-342.642784269694,-1.6174,-7.5045,5.8871,0.68390
qm7_3273.xyz,-345.077146847155,0.8065,-6.813,7.6195,0.40019
qm7_3274.xyz,-343.914411078134,-2.6631,-7.0728,4.4097,0.25728
qm7_3275.xyz,-272.151813616269,0.4354,-7.0367,7.4721,0.15670
qm7_3276.xyz,-274.637992945688,1.6869,-8.0192,9.7061,0.02530
qm7_3277.xyz,-342.649722441841,-2.8682,-7.4488,4.5806,0.09731
qm7_3278.xyz,-345.120661179663,-0.918,-7.3588,6.4408,1.20610
qm7_3279.xyz,-343.856528418345,-0.7265,-7.0562,6.3297,1.24101
qm7_328.xyz,-252.627434196176,1.8181,-6.5385,8.3566,0.48769
qm7_3280.xyz,-345.111579738176,-0.5143,-6.8361,6.3218,0.77710
qm7_3281.xyz,-343.849192498587,-0.9264,-7.334,6.4076,0.54486
qm7_3282.xyz,-346.324285318619,0.2396,-7.3148,7.5544,0.88436
qm7_3283.xyz,-345.065747088119,0.7676,-7.4636,8.2312,0.95229
qm7_3284.xyz,-345.123514738491,-1.9316,-7.6494,5.7178,1.27409
qm7_3285.xyz,-343.862218871549,-2.0423,-7.8446,5.8023,1.26859
qm7_3286.xyz,-346.324539858020,0.1755,-7.5727,7.7482,0.86440
qm7_3287.xyz,-270.900317613860,1.1447,-7.2147,8.3594,0.36918
qm7_3288.xyz,-345.061745034458,0.7466,-7.349,8.0956,0.11069
qm7_3289.xyz,-346.317967646081,0.9214,-6.824,7.7454,0.53437
qm7_329.xyz,-246.488756394163,-2.1357,-7.8199,5.6842,1.49641
qm7_3290.xyz,-345.131347566863,-0.0567,-7.8903,7.8336,0.75151
qm7_3291.xyz,-343.874369581142,0.0892,-7.9646,8.0538,0.61465
qm7_3292.xyz,-346.376310045521,0.5928,-7.7805,8.3733,0.64548
qm7_3293.xyz,-345.142164745008,-1.1996,-7.9076,6.708,0.56634
qm7_3294.xyz,-343.877130877866,-1.1658,-8.1297,6.9639,0.69907
qm7_3295.xyz,-346.309713217538,1.0085,-6.6895,7.698,0.32172
